ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
96891,Punjab,Amritsar,Locality_78,Apartment,2,2996,272.63,0.09,1994,Unfurnished,8,30,31,4,8,High,Yes,No,"Gym, Garden, Playground",South,Builder,Ready_to_Move
208732,Telangana,Warangal,Locality_299,Independent House,2,2751,456.63,0.17,1995,Unfurnished,18,5,30,6,9,Medium,No,No,"Clubhouse, Playground, Gym, Pool",West,Broker,Ready_to_Move
33016,Madhya Pradesh,Bhopal,Locality_69,Independent House,4,4257,467.09,0.11,2017,Semi-furnished,1,6,8,6,6,Low,No,No,Pool,West,Builder,Under_Construction
112348,Delhi,New Delhi,Locality_112,Apartment,1,986,180.93,0.18,2018,Semi-furnished,27,24,7,6,8,Medium,Yes,No,Gym,West,Builder,Ready_to_Move
156262,Madhya Pradesh,Bhopal,Locality_364,Independent House,5,3797,252.35,0.07,2020,Furnished,24,19,5,7,2,Medium,Yes,Yes,"Playground, Gym",East,Broker,Under_Construction
159994,Chhattisgarh,Bilaspur,Locality_98,Apartment,3,3730,130.73,0.04,2012,Furnished,26,22,13,3,1,Low,No,Yes,"Clubhouse, Pool, Gym, Garden",North,Builder,Ready_to_Move
165779,West Bengal,Durgapur,Locality_396,Villa,1,573,143.93,0.25,2007,Furnished,24,15,18,7,9,High,No,No,"Garden, Pool, Gym, Clubhouse",West,Broker,Ready_to_Move
142548,Punjab,Ludhiana,Locality_126,Apartment,1,1190,155.92,0.13,2012,Furnished,3,15,13,1,2,Low,No,No,"Gym, Garden, Pool, Clubhouse",South,Builder,Ready_to_Move
131619,West Bengal,Kolkata,Locality_247,Villa,2,2678,283.78,0.11,2016,Furnished,16,30,9,3,10,Medium,Yes,No,"Playground, Clubhouse",South,Owner,Ready_to_Move
56925,Kerala,Kochi,Locality_395,Independent House,1,2447,165.79,0.07,2009,Furnished,24,4,16,9,9,Medium,Yes,No,Playground,South,Broker,Ready_to_Move
220479,West Bengal,Durgapur,Locality_206,Independent House,3,3414,252.71,0.07,1996,Unfurnished,25,8,29,3,1,Low,Yes,No,"Clubhouse, Pool, Gym, Playground",West,Broker,Ready_to_Move
26391,Rajasthan,Jodhpur,Locality_351,Villa,3,3107,477.43,0.15,2015,Furnished,22,13,10,3,3,Low,Yes,Yes,Pool,North,Owner,Under_Construction
158649,Punjab,Ludhiana,Locality_433,Independent House,1,3432,202.43,0.06,2005,Unfurnished,13,7,20,8,8,Low,No,Yes,"Garden, Gym, Clubhouse, Pool, Playground",North,Owner,Ready_to_Move
207089,Karnataka,Mangalore,Locality_149,Apartment,1,4784,152.85,0.03,2003,Semi-furnished,21,4,22,2,5,Medium,No,Yes,"Gym, Clubhouse, Pool, Garden",East,Builder,Ready_to_Move
240082,Kerala,Kochi,Locality_257,Villa,2,633,434.69,0.69,1996,Furnished,6,12,29,1,7,Medium,No,No,"Clubhouse, Playground, Pool, Garden, Gym",East,Owner,Under_Construction
199717,West Bengal,Durgapur,Locality_58,Independent House,5,577,396.98,0.69,2017,Semi-furnished,5,28,8,5,10,High,No,No,"Playground, Pool, Clubhouse, Garden, Gym",West,Broker,Ready_to_Move
33169,Andhra Pradesh,Vishakhapatnam,Locality_112,Villa,3,4918,83.29,0.02,2010,Semi-furnished,16,16,15,4,6,Medium,Yes,No,"Garden, Playground, Pool, Clubhouse, Gym",East,Owner,Ready_to_Move
65029,Tamil Nadu,Chennai,Locality_66,Villa,1,3774,389.26,0.1,1995,Unfurnished,16,15,30,3,4,Medium,Yes,Yes,"Playground, Pool, Garden, Clubhouse",East,Broker,Ready_to_Move
128173,Delhi,New Delhi,Locality_423,Independent House,2,3256,278.26,0.09,2015,Furnished,2,1,10,6,4,Low,Yes,Yes,Gym,East,Builder,Under_Construction
59676,Jharkhand,Ranchi,Locality_495,Independent House,3,3960,365.11,0.09,2008,Semi-furnished,21,25,17,5,3,Low,No,No,"Gym, Clubhouse",West,Builder,Ready_to_Move
61648,West Bengal,Kolkata,Locality_500,Apartment,2,2290,238.77,0.1,1997,Furnished,26,3,28,4,6,Low,Yes,No,"Clubhouse, Playground",West,Broker,Ready_to_Move
122696,Odisha,Cuttack,Locality_428,Villa,1,1608,411.02,0.26,2012,Unfurnished,28,21,13,4,9,Low,Yes,Yes,"Garden, Pool, Clubhouse",East,Builder,Ready_to_Move
104073,Uttar Pradesh,Noida,Locality_296,Apartment,4,1171,30.9,0.03,2016,Furnished,12,16,9,3,1,Medium,Yes,Yes,Pool,South,Owner,Ready_to_Move
189458,Kerala,Trivandrum,Locality_311,Apartment,5,3698,178.76,0.05,2001,Furnished,24,23,24,1,10,High,Yes,Yes,"Gym, Pool",North,Owner,Ready_to_Move
21949,Uttar Pradesh,Lucknow,Locality_7,Villa,4,4509,306.53,0.07,1995,Furnished,21,13,30,7,8,Low,Yes,Yes,"Playground, Clubhouse, Pool, Gym, Garden",East,Broker,Ready_to_Move
75913,Tamil Nadu,Chennai,Locality_311,Independent House,4,2036,173.29,0.09,2017,Furnished,17,23,8,6,6,High,No,No,Pool,East,Owner,Ready_to_Move
95851,Kerala,Kochi,Locality_43,Apartment,3,2790,28.59,0.01,2012,Furnished,9,21,13,6,9,High,No,Yes,"Garden, Clubhouse, Playground, Gym",South,Broker,Under_Construction
18929,Kerala,Kochi,Locality_353,Villa,4,2741,151.16,0.06,1996,Furnished,23,15,29,10,8,High,No,Yes,Playground,East,Builder,Ready_to_Move
222118,Uttar Pradesh,Noida,Locality_412,Independent House,1,3114,407.96,0.13,1998,Unfurnished,1,6,27,4,1,Low,No,Yes,"Garden, Pool, Clubhouse, Playground, Gym",South,Owner,Under_Construction
168416,Rajasthan,Jodhpur,Locality_113,Villa,5,4516,168.86,0.04,1990,Furnished,5,18,35,4,6,Low,Yes,Yes,"Clubhouse, Pool, Gym, Garden",West,Builder,Under_Construction
150478,Chhattisgarh,Raipur,Locality_376,Independent House,5,3771,491.4,0.13,2020,Unfurnished,14,15,5,5,6,High,No,Yes,Garden,South,Owner,Ready_to_Move
119373,Uttar Pradesh,Noida,Locality_303,Apartment,1,4097,156.06,0.04,2003,Semi-furnished,16,4,22,10,2,Medium,Yes,No,"Playground, Pool, Clubhouse, Garden",West,Builder,Ready_to_Move
198632,Karnataka,Mysore,Locality_233,Villa,4,1653,117.99,0.07,2007,Semi-furnished,30,25,18,10,5,Low,Yes,Yes,"Garden, Clubhouse, Playground, Pool",South,Owner,Under_Construction
179582,Maharashtra,Pune,Locality_64,Villa,5,3218,187.42,0.06,1996,Unfurnished,5,2,29,10,7,Medium,No,Yes,Pool,West,Broker,Under_Construction
74880,Andhra Pradesh,Vishakhapatnam,Locality_265,Independent House,3,1522,73.45,0.05,2022,Semi-furnished,16,2,3,2,10,High,No,Yes,"Garden, Playground, Gym, Clubhouse, Pool",West,Builder,Under_Construction
122030,Telangana,Hyderabad,Locality_418,Villa,5,3071,180.84,0.06,2006,Unfurnished,14,28,19,6,2,Low,Yes,Yes,"Garden, Clubhouse, Playground",West,Owner,Under_Construction
218078,Assam,Silchar,Locality_380,Villa,3,2792,195.77,0.07,2017,Semi-furnished,25,17,8,8,1,High,Yes,Yes,Gym,North,Owner,Under_Construction
124817,Kerala,Kochi,Locality_186,Apartment,1,810,437.7,0.54,1993,Semi-furnished,21,24,32,9,7,Medium,No,No,"Clubhouse, Gym",West,Builder,Under_Construction
138393,Punjab,Amritsar,Locality_69,Villa,3,1112,172.42,0.16,1995,Semi-furnished,0,17,30,4,5,High,Yes,No,"Gym, Pool, Clubhouse, Playground, Garden",West,Broker,Ready_to_Move
159732,Tamil Nadu,Coimbatore,Locality_200,Villa,4,1408,380.73,0.27,1990,Semi-furnished,1,29,35,3,2,High,Yes,Yes,"Pool, Clubhouse, Playground",North,Owner,Under_Construction
105779,Uttarakhand,Haridwar,Locality_66,Apartment,3,3537,182.28,0.05,2002,Unfurnished,26,5,23,8,10,High,Yes,No,"Clubhouse, Pool",South,Broker,Under_Construction
232936,Rajasthan,Jaipur,Locality_280,Apartment,3,4661,226.68,0.05,2013,Semi-furnished,12,25,12,8,10,Low,Yes,No,Playground,South,Builder,Ready_to_Move
220593,Uttarakhand,Haridwar,Locality_365,Independent House,1,649,69.53,0.11,2005,Semi-furnished,2,25,20,5,2,High,No,Yes,"Clubhouse, Garden, Playground, Gym, Pool",East,Builder,Ready_to_Move
102067,Telangana,Hyderabad,Locality_445,Independent House,4,1252,267.38,0.21,2016,Furnished,14,18,9,1,3,High,Yes,Yes,"Gym, Playground",North,Owner,Under_Construction
125524,Odisha,Bhubaneswar,Locality_165,Independent House,4,1081,468.61,0.43,2006,Furnished,22,24,19,3,3,Medium,Yes,Yes,"Gym, Clubhouse, Playground, Pool, Garden",North,Builder,Ready_to_Move
22520,Gujarat,Surat,Locality_129,Villa,3,1760,238.49,0.14,2012,Furnished,26,2,13,9,2,Medium,Yes,No,Clubhouse,South,Broker,Ready_to_Move
243016,Gujarat,Ahmedabad,Locality_218,Apartment,4,4507,458.74,0.1,1990,Furnished,28,6,35,6,6,Low,Yes,No,Garden,West,Broker,Ready_to_Move
167222,Bihar,Patna,Locality_498,Apartment,3,4614,498.87,0.11,1996,Semi-furnished,10,19,29,10,8,High,No,No,"Gym, Playground, Garden, Pool, Clubhouse",East,Builder,Ready_to_Move
182329,Delhi,New Delhi,Locality_418,Apartment,4,4509,383.39,0.09,2015,Semi-furnished,26,24,10,9,4,Low,No,No,"Playground, Clubhouse, Garden, Pool, Gym",North,Broker,Ready_to_Move
144606,Odisha,Cuttack,Locality_397,Independent House,2,1302,87.87,0.07,2015,Semi-furnished,5,13,10,8,1,Low,No,No,"Pool, Gym, Clubhouse, Garden",South,Broker,Under_Construction
16708,Uttarakhand,Haridwar,Locality_342,Independent House,3,4216,177.31,0.04,2021,Furnished,2,6,4,4,2,High,No,Yes,"Clubhouse, Playground, Pool, Gym",West,Owner,Under_Construction
26169,Assam,Guwahati,Locality_440,Villa,2,1729,210.39,0.12,1996,Semi-furnished,8,28,29,1,7,High,No,No,"Pool, Clubhouse, Gym, Garden",East,Broker,Under_Construction
30856,Chhattisgarh,Bilaspur,Locality_264,Apartment,1,3044,179.05,0.06,1995,Unfurnished,17,8,30,3,10,Low,Yes,Yes,"Pool, Playground, Garden, Gym, Clubhouse",North,Broker,Under_Construction
203566,Punjab,Ludhiana,Locality_35,Independent House,3,3116,274.5,0.09,2001,Unfurnished,23,28,24,4,8,High,No,Yes,"Playground, Gym, Clubhouse, Garden, Pool",East,Builder,Ready_to_Move
55977,West Bengal,Kolkata,Locality_247,Villa,4,3181,213.96,0.07,2021,Semi-furnished,5,22,4,8,3,High,No,No,"Playground, Gym, Clubhouse",North,Owner,Under_Construction
35730,West Bengal,Durgapur,Locality_181,Apartment,4,4947,95.38,0.02,2016,Semi-furnished,1,6,9,5,4,Low,Yes,Yes,"Clubhouse, Gym, Playground, Garden",East,Owner,Ready_to_Move
66565,Tamil Nadu,Chennai,Locality_3,Independent House,1,958,164.49,0.17,2021,Furnished,5,2,4,4,2,Medium,No,Yes,"Pool, Garden, Clubhouse",South,Builder,Ready_to_Move
164988,Maharashtra,Mumbai,Locality_363,Apartment,2,1206,163.5,0.14,2019,Unfurnished,2,27,6,3,5,Low,Yes,Yes,"Clubhouse, Playground, Pool, Gym",East,Owner,Ready_to_Move
220189,Maharashtra,Mumbai,Locality_429,Independent House,1,570,147.56,0.26,2014,Unfurnished,9,22,11,1,7,Medium,Yes,No,"Pool, Playground, Garden, Gym, Clubhouse",East,Builder,Under_Construction
185567,West Bengal,Kolkata,Locality_173,Independent House,2,4967,208.3,0.04,2022,Furnished,3,1,3,8,5,High,No,Yes,"Playground, Gym, Clubhouse, Pool, Garden",South,Broker,Ready_to_Move
204631,Uttar Pradesh,Noida,Locality_396,Apartment,4,3498,413.13,0.12,1991,Semi-furnished,28,24,34,3,10,Medium,Yes,Yes,Gym,East,Builder,Under_Construction
91712,Gujarat,Ahmedabad,Locality_347,Apartment,1,2031,196.95,0.1,2008,Semi-furnished,5,6,17,10,2,Medium,No,Yes,"Gym, Clubhouse, Playground, Garden, Pool",North,Broker,Ready_to_Move
220625,Gujarat,Surat,Locality_191,Apartment,4,2652,206.02,0.08,1992,Furnished,2,1,33,4,8,High,No,Yes,"Playground, Pool",East,Builder,Ready_to_Move
29359,Jharkhand,Ranchi,Locality_116,Villa,3,3205,294.81,0.09,1997,Furnished,18,20,28,5,6,High,Yes,Yes,Playground,North,Broker,Under_Construction
202199,Andhra Pradesh,Vijayawada,Locality_349,Apartment,5,1139,246.78,0.22,2017,Furnished,15,23,8,6,6,Low,Yes,No,"Pool, Gym, Clubhouse",South,Broker,Ready_to_Move
217089,Jharkhand,Ranchi,Locality_499,Independent House,3,4909,392.65,0.08,2019,Semi-furnished,19,23,6,6,5,Medium,No,No,"Playground, Clubhouse",North,Builder,Ready_to_Move
232547,Kerala,Kochi,Locality_491,Apartment,3,4325,460.58,0.11,2002,Semi-furnished,22,13,23,8,8,Low,No,Yes,"Playground, Pool",North,Broker,Ready_to_Move
170369,Odisha,Cuttack,Locality_460,Villa,3,4472,214.56,0.05,2016,Unfurnished,3,10,9,7,4,Low,No,No,"Garden, Gym",North,Builder,Under_Construction
72503,Kerala,Kochi,Locality_193,Apartment,5,4737,295.2,0.06,2023,Semi-furnished,15,26,2,5,10,Medium,Yes,Yes,"Pool, Gym, Garden, Playground",South,Owner,Under_Construction
193032,Gujarat,Ahmedabad,Locality_346,Villa,3,975,275.2,0.28,2019,Semi-furnished,9,19,6,6,5,High,No,No,"Playground, Clubhouse, Garden, Pool, Gym",South,Broker,Ready_to_Move
205807,Haryana,Faridabad,Locality_242,Villa,1,1912,169.99,0.09,2019,Furnished,21,5,6,10,9,Medium,Yes,No,"Garden, Clubhouse",South,Builder,Under_Construction
81976,Andhra Pradesh,Vijayawada,Locality_51,Independent House,3,2483,273.09,0.11,2021,Semi-furnished,7,5,4,3,5,Medium,Yes,No,"Garden, Playground",East,Builder,Ready_to_Move
127348,Kerala,Kochi,Locality_25,Villa,4,3340,147.97,0.04,2022,Semi-furnished,5,13,3,3,2,Low,No,No,Pool,East,Broker,Ready_to_Move
166871,Madhya Pradesh,Indore,Locality_397,Villa,3,1220,231.89,0.19,2015,Semi-furnished,12,23,10,8,4,Low,No,No,"Gym, Clubhouse, Garden, Playground",West,Builder,Under_Construction
208180,Uttarakhand,Haridwar,Locality_305,Apartment,4,2269,349.99,0.15,1994,Furnished,17,17,31,3,2,Medium,Yes,No,"Clubhouse, Gym",North,Broker,Ready_to_Move
115427,Rajasthan,Jodhpur,Locality_188,Apartment,5,2564,468.93,0.18,2003,Semi-furnished,18,5,22,8,7,Low,No,No,Playground,West,Builder,Ready_to_Move
44749,Uttar Pradesh,Noida,Locality_345,Independent House,2,2864,473.68,0.17,2016,Furnished,21,29,9,4,7,Medium,No,No,Garden,North,Builder,Ready_to_Move
130700,Telangana,Warangal,Locality_409,Independent House,3,4968,209.3,0.04,2018,Unfurnished,30,26,7,3,8,Low,No,Yes,"Clubhouse, Garden, Pool, Gym",North,Owner,Under_Construction
119579,Punjab,Ludhiana,Locality_311,Independent House,3,3069,120.08,0.04,2021,Semi-furnished,13,19,4,4,3,Medium,Yes,No,"Playground, Gym, Pool, Clubhouse, Garden",North,Broker,Under_Construction
83690,Telangana,Warangal,Locality_339,Villa,1,1152,488.49,0.42,1997,Unfurnished,3,28,28,9,2,High,No,Yes,"Gym, Pool, Garden, Playground, Clubhouse",East,Owner,Under_Construction
82396,Jharkhand,Jamshedpur,Locality_257,Apartment,4,4344,494.84,0.11,2003,Semi-furnished,30,27,22,5,10,Low,Yes,Yes,"Playground, Pool, Clubhouse, Gym",South,Builder,Under_Construction
149727,Kerala,Kochi,Locality_456,Villa,1,2279,241.77,0.11,2006,Semi-furnished,14,12,19,1,9,Medium,No,Yes,"Clubhouse, Garden",West,Builder,Under_Construction
178775,Jharkhand,Ranchi,Locality_453,Apartment,3,1472,59.29,0.04,2011,Furnished,2,22,14,4,9,High,No,No,"Pool, Playground, Gym",South,Builder,Ready_to_Move
220097,Haryana,Faridabad,Locality_234,Independent House,2,2294,435.23,0.19,1998,Semi-furnished,15,16,27,3,4,High,No,Yes,"Clubhouse, Pool, Playground, Gym",North,Builder,Under_Construction
90049,Telangana,Hyderabad,Locality_425,Independent House,3,884,482.03,0.55,2013,Unfurnished,19,20,12,1,7,Low,Yes,Yes,"Gym, Garden",South,Broker,Ready_to_Move
70986,Uttar Pradesh,Lucknow,Locality_324,Villa,5,3045,299.49,0.1,1992,Unfurnished,23,7,33,3,4,High,Yes,Yes,"Clubhouse, Playground, Pool, Gym",East,Broker,Ready_to_Move
207058,Uttar Pradesh,Lucknow,Locality_175,Independent House,1,2187,426.87,0.2,2008,Semi-furnished,19,2,17,7,10,High,Yes,Yes,Playground,South,Broker,Under_Construction
147416,Chhattisgarh,Bilaspur,Locality_237,Apartment,5,4154,335.37,0.08,1993,Unfurnished,20,2,32,2,9,Low,No,No,Garden,West,Owner,Ready_to_Move
15279,Kerala,Kochi,Locality_388,Independent House,1,735,16.64,0.02,2011,Furnished,16,5,14,1,5,Low,Yes,Yes,Pool,West,Builder,Under_Construction
82157,Maharashtra,Pune,Locality_420,Villa,2,4954,115.53,0.02,2002,Unfurnished,27,9,23,9,7,Low,No,Yes,"Garden, Pool",East,Broker,Under_Construction
220313,Delhi,New Delhi,Locality_49,Apartment,2,1046,118.45,0.11,2014,Unfurnished,21,26,11,5,10,High,Yes,Yes,"Gym, Pool, Garden, Clubhouse, Playground",East,Owner,Ready_to_Move
102897,Maharashtra,Nagpur,Locality_421,Independent House,1,2445,304.13,0.12,2009,Semi-furnished,2,10,16,8,5,Low,No,No,"Garden, Playground",East,Builder,Under_Construction
55578,Bihar,Patna,Locality_439,Apartment,3,4370,386.15,0.09,1995,Unfurnished,6,4,30,1,9,Medium,No,No,Clubhouse,East,Broker,Under_Construction
31424,Chhattisgarh,Bilaspur,Locality_404,Apartment,3,1881,94.02,0.05,1992,Furnished,16,21,33,5,3,High,Yes,Yes,"Gym, Pool, Playground, Clubhouse",West,Owner,Under_Construction
48276,Chhattisgarh,Bilaspur,Locality_217,Villa,4,1565,301.89,0.19,1995,Semi-furnished,17,16,30,8,6,High,Yes,Yes,"Gym, Playground",West,Owner,Ready_to_Move
64115,Assam,Silchar,Locality_11,Villa,1,1877,231.03,0.12,2009,Unfurnished,18,1,16,3,6,Medium,Yes,Yes,"Playground, Pool, Gym",East,Builder,Ready_to_Move
132622,Uttar Pradesh,Noida,Locality_353,Villa,5,1279,434.89,0.34,2002,Furnished,6,15,23,3,6,Medium,No,Yes,"Gym, Playground, Pool, Clubhouse",East,Owner,Ready_to_Move
172825,Delhi,Dwarka,Locality_400,Independent House,1,3527,314.39,0.09,2007,Unfurnished,1,26,18,2,6,Medium,Yes,No,Garden,North,Owner,Under_Construction
12440,Andhra Pradesh,Vijayawada,Locality_322,Villa,5,2350,91.92,0.04,2000,Furnished,17,10,25,5,8,Low,No,Yes,"Gym, Clubhouse, Garden, Playground",West,Broker,Ready_to_Move
166715,Gujarat,Surat,Locality_273,Apartment,4,4248,376.72,0.09,2013,Unfurnished,3,28,12,6,1,Medium,No,Yes,"Garden, Gym, Pool",East,Owner,Under_Construction
44720,Karnataka,Bangalore,Locality_350,Apartment,1,1306,57.24,0.04,2011,Unfurnished,18,19,14,8,9,High,Yes,Yes,Clubhouse,East,Owner,Ready_to_Move
113744,Uttarakhand,Dehradun,Locality_145,Independent House,2,1814,391.81,0.22,2016,Unfurnished,0,29,9,9,8,Low,Yes,Yes,Playground,South,Broker,Ready_to_Move
139072,Telangana,Hyderabad,Locality_249,Villa,2,3207,254.56,0.08,2022,Furnished,30,20,3,6,9,Medium,Yes,No,"Playground, Gym, Garden, Clubhouse, Pool",North,Broker,Ready_to_Move
22708,Telangana,Hyderabad,Locality_197,Apartment,4,4924,239.78,0.05,1996,Furnished,30,18,29,1,1,Medium,No,Yes,"Clubhouse, Gym, Garden",West,Owner,Under_Construction
158837,Odisha,Cuttack,Locality_437,Apartment,1,4291,147.54,0.03,2015,Semi-furnished,21,2,10,6,2,Medium,No,Yes,"Clubhouse, Gym, Playground",West,Owner,Ready_to_Move
214536,Karnataka,Bangalore,Locality_417,Independent House,1,2626,333.6,0.13,2005,Semi-furnished,12,21,20,9,1,High,No,No,"Garden, Playground, Pool",West,Builder,Ready_to_Move
34101,Bihar,Gaya,Locality_182,Apartment,4,2032,435.91,0.21,2012,Unfurnished,19,9,13,2,8,Medium,No,No,Clubhouse,South,Broker,Under_Construction
156456,Tamil Nadu,Coimbatore,Locality_109,Villa,5,967,89.54,0.09,2022,Semi-furnished,27,7,3,7,4,Low,No,Yes,"Garden, Pool, Clubhouse",South,Broker,Under_Construction
124240,Gujarat,Ahmedabad,Locality_9,Villa,1,1423,493.51,0.35,2020,Unfurnished,17,27,5,1,2,Medium,No,No,Gym,North,Broker,Ready_to_Move
218746,Chhattisgarh,Bilaspur,Locality_124,Independent House,1,2745,147.78,0.05,1998,Semi-furnished,27,25,27,6,6,Low,No,No,"Playground, Gym, Pool, Clubhouse",North,Owner,Ready_to_Move
180844,Gujarat,Ahmedabad,Locality_166,Independent House,1,3248,229.69,0.07,2022,Semi-furnished,26,21,3,3,4,Low,Yes,No,"Gym, Garden, Clubhouse",East,Builder,Under_Construction
144309,Chhattisgarh,Bilaspur,Locality_148,Independent House,2,3340,482.94,0.14,2006,Semi-furnished,11,14,19,2,2,High,No,Yes,Clubhouse,South,Owner,Under_Construction
228699,Madhya Pradesh,Indore,Locality_232,Villa,4,1859,231.27,0.12,2001,Semi-furnished,8,6,24,1,3,Medium,No,No,"Garden, Playground, Clubhouse, Pool",North,Owner,Under_Construction
138209,Telangana,Warangal,Locality_282,Villa,3,1530,37.23,0.02,2009,Semi-furnished,17,12,16,9,8,High,Yes,Yes,"Clubhouse, Playground, Pool, Garden",South,Builder,Ready_to_Move
176655,Jharkhand,Ranchi,Locality_14,Apartment,2,1949,449.75,0.23,2004,Semi-furnished,5,27,21,10,5,Low,Yes,Yes,"Pool, Garden, Gym",West,Builder,Under_Construction
72964,Madhya Pradesh,Bhopal,Locality_411,Apartment,5,784,452.07,0.58,2019,Furnished,22,14,6,10,5,High,Yes,Yes,"Gym, Playground, Pool",North,Broker,Under_Construction
134453,Chhattisgarh,Raipur,Locality_61,Villa,4,1727,81.77,0.05,2020,Semi-furnished,0,16,5,10,6,High,Yes,Yes,"Clubhouse, Playground, Garden, Pool",West,Broker,Ready_to_Move
69434,Odisha,Cuttack,Locality_23,Apartment,1,3308,208.49,0.06,2005,Unfurnished,13,14,20,6,5,Low,Yes,No,"Playground, Gym, Clubhouse, Pool, Garden",South,Broker,Under_Construction
235119,Gujarat,Ahmedabad,Locality_86,Villa,5,3329,94.4,0.03,2015,Furnished,23,2,10,1,5,Medium,Yes,No,"Pool, Garden, Clubhouse",West,Broker,Ready_to_Move
106403,Chhattisgarh,Bilaspur,Locality_215,Apartment,3,1620,208.89,0.13,1996,Furnished,29,26,29,1,7,Low,Yes,Yes,"Pool, Gym, Clubhouse, Playground",North,Builder,Ready_to_Move
237001,Telangana,Hyderabad,Locality_127,Independent House,3,3862,60.34,0.02,1990,Unfurnished,14,15,35,9,1,Low,No,Yes,"Pool, Playground",South,Builder,Under_Construction
151482,Chhattisgarh,Raipur,Locality_412,Villa,5,4939,466.97,0.09,1996,Unfurnished,25,5,29,4,7,High,No,No,"Clubhouse, Playground",West,Owner,Ready_to_Move
58507,Delhi,New Delhi,Locality_15,Independent House,1,1164,39.65,0.03,1997,Furnished,15,3,28,6,4,Low,Yes,No,"Gym, Garden, Pool",East,Broker,Ready_to_Move
1028,West Bengal,Durgapur,Locality_2,Villa,3,4850,241.65,0.05,2003,Semi-furnished,3,5,22,7,6,High,No,No,"Clubhouse, Playground, Garden",South,Builder,Ready_to_Move
54344,Punjab,Ludhiana,Locality_97,Apartment,3,4940,480.95,0.1,2017,Semi-furnished,0,3,8,1,6,Low,Yes,Yes,"Pool, Garden, Clubhouse",East,Owner,Under_Construction
149314,Telangana,Warangal,Locality_323,Independent House,1,1625,160.11,0.1,2022,Semi-furnished,26,3,3,1,9,High,Yes,No,"Gym, Pool",East,Owner,Under_Construction
14895,Tamil Nadu,Chennai,Locality_217,Apartment,2,4098,174.78,0.04,1998,Unfurnished,1,24,27,7,8,Medium,Yes,Yes,"Garden, Pool, Gym",North,Owner,Ready_to_Move
203072,Bihar,Patna,Locality_86,Independent House,4,3160,404.91,0.13,2018,Unfurnished,19,22,7,10,6,Medium,No,No,"Pool, Playground, Clubhouse, Gym, Garden",West,Builder,Under_Construction
145238,Tamil Nadu,Coimbatore,Locality_19,Villa,1,1315,293.28,0.22,2017,Unfurnished,27,4,8,6,5,Medium,Yes,No,"Garden, Clubhouse, Gym, Playground, Pool",West,Broker,Under_Construction
222044,Haryana,Faridabad,Locality_409,Apartment,4,2959,401.69,0.14,2011,Semi-furnished,24,20,14,2,3,Medium,No,No,"Garden, Gym, Clubhouse, Pool",North,Broker,Under_Construction
188158,Assam,Guwahati,Locality_378,Villa,1,3183,364.12,0.11,2015,Semi-furnished,1,11,10,6,2,Low,No,Yes,"Pool, Gym, Playground",North,Owner,Under_Construction
116047,Karnataka,Mangalore,Locality_268,Apartment,2,4065,219.57,0.05,2006,Furnished,0,21,19,4,6,Low,Yes,Yes,"Gym, Pool, Playground, Clubhouse, Garden",South,Owner,Under_Construction
109511,Bihar,Gaya,Locality_58,Independent House,2,3968,329.79,0.08,2004,Unfurnished,2,20,21,2,6,Medium,No,Yes,"Clubhouse, Gym",South,Owner,Ready_to_Move
110098,Assam,Guwahati,Locality_19,Villa,4,4634,39.08,0.01,1999,Unfurnished,25,25,26,4,8,Medium,Yes,Yes,Pool,North,Owner,Ready_to_Move
122826,Assam,Guwahati,Locality_334,Independent House,5,1695,424.81,0.25,2017,Unfurnished,30,3,8,8,5,High,Yes,Yes,"Pool, Clubhouse",South,Builder,Under_Construction
186162,Jharkhand,Ranchi,Locality_241,Independent House,4,4138,79.45,0.02,1994,Furnished,19,22,31,1,7,Low,Yes,Yes,Pool,East,Builder,Ready_to_Move
86042,Telangana,Warangal,Locality_250,Apartment,3,1254,298.1,0.24,2014,Furnished,3,6,11,9,5,Low,Yes,No,"Gym, Playground",East,Builder,Under_Construction
29162,Odisha,Cuttack,Locality_40,Apartment,3,1641,319.96,0.19,2007,Furnished,22,24,18,8,6,High,No,Yes,"Playground, Clubhouse",West,Builder,Ready_to_Move
132653,Chhattisgarh,Bilaspur,Locality_377,Independent House,5,3899,321.51,0.08,2017,Furnished,16,20,8,7,2,Low,No,No,"Playground, Clubhouse",East,Owner,Under_Construction
161046,West Bengal,Durgapur,Locality_198,Villa,4,1712,17.47,0.01,2004,Unfurnished,26,30,21,3,10,Low,Yes,Yes,"Pool, Garden, Gym, Playground, Clubhouse",West,Broker,Under_Construction
96022,Kerala,Trivandrum,Locality_115,Independent House,1,4368,461.07,0.11,2018,Semi-furnished,10,20,7,10,4,Low,No,No,"Clubhouse, Pool, Playground, Gym",South,Owner,Under_Construction
132926,Rajasthan,Jodhpur,Locality_392,Villa,1,2319,89.93,0.04,1991,Furnished,10,18,34,3,3,Medium,No,Yes,"Playground, Clubhouse, Gym",North,Owner,Ready_to_Move
207655,Uttar Pradesh,Noida,Locality_7,Apartment,4,2354,178.97,0.08,1992,Semi-furnished,4,16,33,7,10,Low,No,Yes,"Clubhouse, Pool",West,Broker,Ready_to_Move
